Lines of code metrics,Sat, 4 Dec 2021 09:02:07 SGT
Method,CLOC,JLOC,LOC,NCLOC,RLOC
"org.argouml.uml.diagram.static_structure.layout.ClassdiagramNoteEdge.ClassdiagramNoteEdge(FigEdge)",4,5,8,3,16.00%
"org.argouml.uml.diagram.static_structure.layout.ClassdiagramNoteEdge.addPoints(Fig,Fig)",4,6,15,9,30.00%
"org.argouml.uml.diagram.static_structure.layout.ClassdiagramNoteEdge.layout()",5,5,18,12,36.00%
"org.argouml.uml.diagram.static_structure.layout.ClassdiagramRealizationEdge.ClassdiagramRealizationEdge(FigEdge)",4,5,8,3,57.14%
"org.argouml.uml.diagram.static_structure.ui.ClassDiagramPropPanelFactory.createPropPanel(Object)",0,0,6,6,46.15%
"org.argouml.uml.diagram.static_structure.ui.ClassDiagramRenderer.getFigEdgeFor(GraphModel,Layer,Object,Map)",9,7,31,22,30.39%
"org.argouml.uml.diagram.static_structure.ui.ClassDiagramRenderer.getFigNodeFor(GraphModel,Layer,Object,Map)",7,0,29,22,28.43%
"org.argouml.uml.diagram.static_structure.ui.FigAttribute.FigAttribute(Object,Rectangle,DiagramSettings)",4,7,11,4,40.74%
"org.argouml.uml.diagram.static_structure.ui.FigAttribute.getNotationProviderType()",0,0,4,4,14.81%
"org.argouml.uml.diagram.static_structure.ui.FigClass.FigClass(Object,Rectangle,DiagramSettings)",15,18,23,5,14.29%
"org.argouml.uml.diagram.static_structure.ui.FigClass.buildModifierPopUp()",0,0,3,3,1.86%
"org.argouml.uml.diagram.static_structure.ui.FigClass.clone()",0,0,11,11,6.83%
"org.argouml.uml.diagram.static_structure.ui.FigClass.constructFigs(Rectangle)",4,0,22,18,13.66%
"org.argouml.uml.diagram.static_structure.ui.FigClass.getNextVisibleFeature(FigGroup,FigText,int)",2,6,33,27,20.50%
"org.argouml.uml.diagram.static_structure.ui.FigClass.getPreviousVisibleFeature(FigGroup,FigText,int)",2,6,34,28,21.12%
"org.argouml.uml.diagram.static_structure.ui.FigClass.makeSelection()",0,0,3,3,1.86%
"org.argouml.uml.diagram.static_structure.ui.FigClass.setEnclosingFig(Fig)",0,0,18,18,11.18%
"org.argouml.uml.diagram.static_structure.ui.FigClass.updateNameText()",0,0,6,6,3.73%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.FigClassifierBox(Object,Rectangle,DiagramSettings)",4,7,15,8,5.26%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.buildAddMenu()",0,0,14,14,4.91%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.buildModifierPopUp()",0,0,3,3,1.05%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.buildShowPopUp()",0,0,8,8,2.81%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.classNameAndBounds()",5,7,18,11,6.32%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.clone()",3,0,15,12,5.26%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.getDefaultBounds()",3,0,8,5,2.81%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.getPopUpActions(MouseEvent)",8,7,24,14,8.42%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.propertyChange(PropertyChangeEvent)",5,6,22,16,7.72%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.renderingChanged()",9,0,16,7,5.61%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.translate(int,int)",5,0,15,10,5.26%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.updateCompartment(Object)",13,12,21,8,7.37%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.updateLayout(UmlChangeEvent)",13,0,52,39,18.25%
"org.argouml.uml.diagram.static_structure.ui.FigClassifierBox.updateListeners(Object,Object)",15,0,43,28,15.09%
"org.argouml.uml.diagram.static_structure.ui.FigComment.FigComment(Object,Rectangle,DiagramSettings)",5,8,20,12,3.34%
"org.argouml.uml.diagram.static_structure.ui.FigComment.buildShowPopUp()",2,4,8,4,1.34%
"org.argouml.uml.diagram.static_structure.ui.FigComment.clone()",4,5,23,18,3.85%
"org.argouml.uml.diagram.static_structure.ui.FigComment.createBigPortFig()",0,0,7,7,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.delayedVetoableChange(PropertyChangeEvent)",5,0,10,5,1.67%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getBody()",3,4,7,3,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getClosestPoint(Point)",3,0,22,19,3.68%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getFillColor()",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getLineColor()",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getLineWidth()",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getMinimumSize()",9,5,23,13,3.85%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getNameBounds()",3,4,8,4,1.34%
"org.argouml.uml.diagram.static_structure.ui.FigComment.getUseTrapRect()",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.initialize()",10,0,43,35,7.19%
"org.argouml.uml.diagram.static_structure.ui.FigComment.isFilled()",0,0,4,4,0.67%
"org.argouml.uml.diagram.static_structure.ui.FigComment.keyPressed(KeyEvent)",4,0,7,3,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.keyReleased(KeyEvent)",4,0,7,3,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.keyTyped(KeyEvent)",3,0,27,24,4.52%
"org.argouml.uml.diagram.static_structure.ui.FigComment.makeSelection()",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.mouseClicked(MouseEvent)",7,7,35,28,5.85%
"org.argouml.uml.diagram.static_structure.ui.FigComment.placeString()",5,5,14,8,2.34%
"org.argouml.uml.diagram.static_structure.ui.FigComment.propertyChange(PropertyChangeEvent)",5,0,22,17,3.68%
"org.argouml.uml.diagram.static_structure.ui.FigComment.retrieveBody()",4,5,10,5,1.67%
"org.argouml.uml.diagram.static_structure.ui.FigComment.setEnclosingFig(Fig)",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.setFillColor(Color)",3,0,8,5,1.34%
"org.argouml.uml.diagram.static_structure.ui.FigComment.setFilled(boolean)",4,0,9,6,1.51%
"org.argouml.uml.diagram.static_structure.ui.FigComment.setLineColor(Color)",4,0,9,5,1.51%
"org.argouml.uml.diagram.static_structure.ui.FigComment.setLineWidth(int)",5,0,10,6,1.67%
"org.argouml.uml.diagram.static_structure.ui.FigComment.setStandardBounds(int,int,int,int)",8,0,35,28,5.85%
"org.argouml.uml.diagram.static_structure.ui.FigComment.storeBody(String)",4,5,10,5,1.67%
"org.argouml.uml.diagram.static_structure.ui.FigComment.textEditStarted(FigText)",3,0,7,4,1.17%
"org.argouml.uml.diagram.static_structure.ui.FigComment.textEdited(FigText)",3,0,9,6,1.51%
"org.argouml.uml.diagram.static_structure.ui.FigComment.updateBody()",0,0,8,8,1.34%
"org.argouml.uml.diagram.static_structure.ui.FigComment.updateBounds()",4,0,12,8,2.01%
"org.argouml.uml.diagram.static_structure.ui.FigComment.updateLayout(UmlChangeEvent)",6,0,31,28,5.18%
"org.argouml.uml.diagram.static_structure.ui.FigComment.updateStereotypeText()",9,0,40,31,6.69%
"org.argouml.uml.diagram.static_structure.ui.FigComment.vetoableChange(PropertyChangeEvent)",3,0,16,13,2.68%
"org.argouml.uml.diagram.static_structure.ui.FigDataType.FigDataType(Object,Rectangle,DiagramSettings)",13,16,21,5,16.15%
"org.argouml.uml.diagram.static_structure.ui.FigDataType.addExtraCompartments()",1,0,3,2,2.31%
"org.argouml.uml.diagram.static_structure.ui.FigDataType.constructFigs(Rectangle)",5,0,27,22,20.77%
"org.argouml.uml.diagram.static_structure.ui.FigDataType.getKeyword()",7,8,11,3,8.46%
"org.argouml.uml.diagram.static_structure.ui.FigDataType.makeSelection()",0,0,4,4,3.08%
"org.argouml.uml.diagram.static_structure.ui.FigDataType.setEnclosingFig(Fig)",5,0,41,36,31.54%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.FigEdgeNote(Object,DiagramSettings)",8,5,23,12,10.22%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.addElementListener(Object)",0,0,3,3,1.33%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.getDestination()",6,7,14,7,6.22%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.getItemUID()",3,4,7,3,3.11%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.getProject()",0,0,5,5,2.22%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.getSettings()",0,0,3,3,1.33%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.getSource()",5,6,13,7,5.78%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.getTipString(MouseEvent)",4,0,7,4,3.11%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.modelChanged(PropertyChangeEvent)",6,0,12,6,5.33%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.propertyChange(PropertyChangeEvent)",3,0,7,4,3.11%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.removeElementListener(Object)",0,0,3,3,1.33%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.removeFromDiagram()",3,0,11,8,4.89%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.renderingChanged()",0,0,2,2,0.89%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setDestFigNode(FigNode)",5,0,24,19,10.67%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setFig(Fig)",3,0,9,6,4.00%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setItemUID(ItemUID)",3,4,7,3,3.11%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setOwner(Object)",5,9,17,8,7.56%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setProject(Project)",1,0,5,4,2.22%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setSettings(DiagramSettings)",0,0,3,3,1.33%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.setSourceFigNode(FigNode)",5,0,24,19,10.67%
"org.argouml.uml.diagram.static_structure.ui.FigEdgeNote.toString()",3,0,7,4,3.11%
"org.argouml.uml.diagram.static_structure.ui.FigEnumeration.FigEnumeration(Object,Rectangle,DiagramSettings)",4,7,11,4,14.86%
"org.argouml.uml.diagram.static_structure.ui.FigEnumeration.classNameAndBounds()",3,5,12,7,16.22%
"org.argouml.uml.diagram.static_structure.ui.FigEnumeration.getKeyword()",0,0,4,4,5.41%
"org.argouml.uml.diagram.static_structure.ui.FigEnumeration.makeSelection()",0,0,4,4,5.41%
"org.argouml.uml.diagram.static_structure.ui.FigEnumeration.renderingChanged()",0,0,7,7,9.46%
"org.argouml.uml.diagram.static_structure.ui.FigEnumeration.updateListeners(Object,Object)",6,0,27,21,36.49%
"org.argouml.uml.diagram.static_structure.ui.FigEnumerationLiteral.FigEnumerationLiteral(Object,Rectangle,DiagramSettings)",5,8,12,4,52.17%
"org.argouml.uml.diagram.static_structure.ui.FigEnumerationLiteral.getNotationProviderType()",0,0,4,4,17.39%
"org.argouml.uml.diagram.static_structure.ui.FigException.FigException(Object,Rectangle,DiagramSettings)",4,7,11,4,50.00%
"org.argouml.uml.diagram.static_structure.ui.FigException.makeSelection()",0,0,4,4,18.18%
"org.argouml.uml.diagram.static_structure.ui.FigFeature.FigFeature(Object,Rectangle,DiagramSettings)",4,7,13,6,17.81%
"org.argouml.uml.diagram.static_structure.ui.FigFeature.propertyChange(PropertyChangeEvent)",4,0,12,8,16.44%
"org.argouml.uml.diagram.static_structure.ui.FigFeature.removeFromDiagram()",3,0,9,6,12.33%
"org.argouml.uml.diagram.static_structure.ui.FigFeature.setFilled(boolean)",3,0,7,4,9.59%
"org.argouml.uml.diagram.static_structure.ui.FigFeature.setTextFilled(boolean)",3,0,7,4,9.59%
"org.argouml.uml.diagram.static_structure.ui.FigFeature.updateOwnerScope(boolean)",4,5,8,3,10.96%
"org.argouml.uml.diagram.static_structure.ui.FigInterface.FigInterface(Object,Rectangle,DiagramSettings)",4,7,12,5,7.41%
"org.argouml.uml.diagram.static_structure.ui.FigInterface.classNameAndBounds()",3,6,12,6,7.41%
"org.argouml.uml.diagram.static_structure.ui.FigInterface.initialize(Rectangle)",12,3,34,22,20.99%
"org.argouml.uml.diagram.static_structure.ui.FigInterface.makeSelection()",0,0,4,4,2.47%
"org.argouml.uml.diagram.static_structure.ui.FigInterface.setEnclosingFig(Fig)",8,0,49,41,30.25%
"org.argouml.uml.diagram.static_structure.ui.FigInterface.updateListeners(Object,Object)",17,0,41,24,25.31%
"org.argouml.uml.diagram.static_structure.ui.FigLink.FigLink(Object,DiagramSettings)",4,6,12,6,10.00%
"org.argouml.uml.diagram.static_structure.ui.FigLink.canEdit(Fig)",7,0,8,1,6.67%
"org.argouml.uml.diagram.static_structure.ui.FigLink.getDestination()",3,0,9,6,7.50%
"org.argouml.uml.diagram.static_structure.ui.FigLink.getSource()",3,0,9,6,7.50%
"org.argouml.uml.diagram.static_structure.ui.FigLink.initialize()",0,0,9,9,7.50%
"org.argouml.uml.diagram.static_structure.ui.FigLink.notationRenderingChanged(NotationProvider,String)",1,0,4,3,3.33%
"org.argouml.uml.diagram.static_structure.ui.FigLink.updateLayout(UmlChangeEvent)",0,0,5,5,4.17%
"org.argouml.uml.diagram.static_structure.ui.FigLink.updateListeners(Object,Object)",8,0,25,17,20.83%
"org.argouml.uml.diagram.static_structure.ui.FigLink.updateNameText()",3,3,19,16,15.83%
"org.argouml.uml.diagram.static_structure.ui.FigModel.FigModel(Object,Rectangle,DiagramSettings)",4,7,11,4,40.74%
"org.argouml.uml.diagram.static_structure.ui.FigModel.constructFigs()",0,0,11,11,40.74%
"org.argouml.uml.diagram.static_structure.ui.FigOperation.FigOperation(Object,Rectangle,DiagramSettings)",4,7,12,5,22.64%
"org.argouml.uml.diagram.static_structure.ui.FigOperation.getFigFontStyle()",4,0,9,5,16.98%
"org.argouml.uml.diagram.static_structure.ui.FigOperation.getNotationProviderType()",0,0,4,4,7.55%
"org.argouml.uml.diagram.static_structure.ui.FigOperation.propertyChange(PropertyChangeEvent)",3,0,10,7,18.87%
"org.argouml.uml.diagram.static_structure.ui.FigOperation.removeFromDiagram()",3,0,9,6,16.98%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.FigPackage(Object,Rectangle,DiagramSettings)",6,8,20,11,2.27%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.FigPackageFigText.FigPackageFigText(Object,Rectangle,DiagramSettings)",5,8,12,4,11.88%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.FigPackageFigText.mouseClicked(MouseEvent)",23,8,65,45,64.36%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.FigPackageFigText.setFillColor(Color)",0,0,3,3,2.97%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.FigPackageFigText.setFilled(boolean)",0,0,3,3,2.97%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.HideStereotypeAction.HideStereotypeAction()",3,3,7,4,25.00%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.HideStereotypeAction.actionPerformed(ActionEvent)",4,0,9,5,32.14%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.HideVisibilityAction.HideVisibilityAction()",3,3,7,4,25.00%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.HideVisibilityAction.actionPerformed(ActionEvent)",4,0,9,5,32.14%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.PackageBackground.PackageBackground(int,int,int,int,int,int)",4,10,22,12,27.85%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.PackageBackground.getClosestPoint(Point)",3,0,22,19,27.85%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.PackageBackground.setBoundsImpl(int,int,int,int)",0,0,28,28,35.44%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.PackageBackground.setLineWidth(int)",0,0,3,3,3.80%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.ShowStereotypeAction.ShowStereotypeAction()",3,3,7,4,25.00%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.ShowStereotypeAction.actionPerformed(ActionEvent)",4,0,9,5,32.14%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.ShowVisibilityAction.ShowVisibilityAction()",3,3,7,4,25.00%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.ShowVisibilityAction.actionPerformed(ActionEvent)",4,0,9,5,32.14%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.buildShowPopUp()",1,0,40,39,4.54%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.classNameAndBounds()",3,5,12,7,1.36%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.clone()",3,0,13,10,1.48%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.createBigPortFig()",0,0,8,8,0.91%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.createClassDiagram(Object,String,Project)",1,0,30,29,3.41%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.doStereotype(boolean)",4,5,19,14,2.16%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.doVisibility(boolean)",4,5,15,10,1.70%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getClosestPoint(Point)",3,0,22,19,2.50%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getFigPoly()",2,3,6,3,0.68%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getFillColor()",3,0,7,4,0.79%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getLineColor()",3,0,7,4,0.79%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getLineWidth()",3,0,7,4,0.79%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getMinimumSize()",14,0,33,19,3.75%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getPopUpActions(MouseEvent)",7,7,20,11,2.27%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.getUseTrapRect()",3,0,7,4,0.79%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.initialize()",6,0,23,18,2.61%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.isFilled()",0,0,4,4,0.45%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.isStereotypeVisible()",3,0,6,3,0.68%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.isVisibilityVisible()",3,0,6,3,0.68%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.modelChanged(PropertyChangeEvent)",6,0,28,22,3.18%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.setFigPoly(FigPoly)",2,3,6,3,0.68%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.setLineColor(Color)",3,0,13,10,1.48%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.setLineWidth(int)",4,0,9,5,1.02%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.setStandardBounds(int,int,int,int)",41,22,87,40,9.88%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.setStereotypeVisible(boolean)",3,0,8,5,0.91%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.setVisibilityVisible(boolean)",3,0,8,5,0.91%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.textEditStarted(FigText)",3,0,9,6,1.02%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.updateBounds()",7,8,18,10,2.04%
"org.argouml.uml.diagram.static_structure.ui.FigPackage.updateStereotypeText()",9,0,33,26,3.75%
"org.argouml.uml.diagram.static_structure.ui.FigSignal.FigSignal(Object,Rectangle,DiagramSettings)",4,7,11,4,16.42%
"org.argouml.uml.diagram.static_structure.ui.FigSignal.constructFigs(Rectangle)",8,0,34,26,50.75%
"org.argouml.uml.diagram.static_structure.ui.FigSignal.getPopUpActions(MouseEvent)",1,0,6,5,8.96%
"org.argouml.uml.diagram.static_structure.ui.FigSignal.makeSelection()",0,0,4,4,5.97%
"org.argouml.uml.diagram.static_structure.ui.FigStereotypeDeclaration.FigStereotypeDeclaration(Object,Rectangle,DiagramSettings)",4,7,13,6,12.26%
"org.argouml.uml.diagram.static_structure.ui.FigStereotypeDeclaration.constructFigs(Rectangle)",11,0,31,20,29.25%
"org.argouml.uml.diagram.static_structure.ui.FigStereotypeDeclaration.getPopUpActions(MouseEvent)",12,5,35,23,33.02%
"org.argouml.uml.diagram.static_structure.ui.FigStereotypeDeclaration.makeSelection()",0,0,4,4,3.77%
"org.argouml.uml.diagram.static_structure.ui.FigStereotypeDeclaration.updateListeners(Object,Object)",2,0,14,12,13.21%
"org.argouml.uml.diagram.static_structure.ui.FigSubsystem.FigSubsystem(Object,Rectangle,DiagramSettings)",4,7,12,5,41.38%
"org.argouml.uml.diagram.static_structure.ui.FigSubsystem.constructFigs()",0,0,12,12,41.38%
"org.argouml.uml.diagram.static_structure.ui.InitClassDiagram.getDetailsTabs()",0,0,3,3,14.29%
"org.argouml.uml.diagram.static_structure.ui.InitClassDiagram.getProjectSettingsTabs()",0,0,3,3,14.29%
"org.argouml.uml.diagram.static_structure.ui.InitClassDiagram.getSettingsTabs()",0,0,3,3,14.29%
"org.argouml.uml.diagram.static_structure.ui.InitClassDiagram.init()",1,0,5,4,23.81%
"org.argouml.uml.diagram.static_structure.ui.PackagePortFigRect.PackagePortFigRect(int,int,int,int,int,int)",4,10,15,5,26.32%
"org.argouml.uml.diagram.static_structure.ui.PackagePortFigRect.getClosestPoint(Point)",3,0,22,19,38.60%
"org.argouml.uml.diagram.static_structure.ui.PackagePortFigRect.setFillColor(Color)",0,0,3,3,5.26%
"org.argouml.uml.diagram.static_structure.ui.PackagePortFigRect.setFilled(boolean)",0,0,3,3,5.26%
"org.argouml.uml.diagram.static_structure.ui.PropPanelUMLClassDiagram.PropPanelUMLClassDiagram()",3,3,7,4,53.85%
"org.argouml.uml.diagram.static_structure.ui.SelectionClass.ModeCreateEdgeAndNodeWithComposition.ModeCreateEdgeAndNodeWithComposition(Editor,Object,boolean,SelectionNodeClarifiers2)",0,0,4,4,26.67%
